sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq,analysis_type,source_file
p02-Bunnrensk-Høviktoppen-a-05m,As,As (Arsen),12.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Cd,Cd (Kadmium),0.02,mg/kg,,True,0.02,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Cr,Cr (Krom),95.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Cu,Cu (Kopper),32.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Hg,Hg (Kvikksølv),0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Ni,Ni (Nikkel),130.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Pb,Pb (Bly),15.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,Zn,Zn (Sink),63.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C12-C35,Fraksjon >C12-C35 (sum),51.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C16-C35,Fraksjon >C16-C35,51.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C35-C40,Fraksjon >C35-C40,25.0,mg/kg,,True,25.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-a-05m,THC C10-C40,Sum >C10-C40,51.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C16-C35,Alifater >C16-C35,18.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C12-C35,Sum alifater >C12-C35 (M1),18.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Alifater C5-C35,Sum alifater >C5-C35 (M1),18.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Benzen,Benzen,0.037,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Toluen,Toluen,0.057,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Antracen,Antracen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Benzo(a)antracen,Benso(a)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Benzo(ghi)perylen,Benso(ghi)perylen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Benzo(k)fluoranten,Benso(k)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Fenantren,Fenantren,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Fluoranten,Fluoranten,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Fluoren,Fluoren,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Krysen,Krysen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Naftalen,Naftalen,0.035,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Pyren,Pyren,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,As,As (Arsen),16.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Cd,Cd (Kadmium),0.02,mg/kg,,True,0.02,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Cr,Cr (Krom),110.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Cu,Cu (Kopper),40.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Hg,Hg (Kvikksølv),0.01,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Ni,Ni (Nikkel),140.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Pb,Pb (Bly),19.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,Zn,Zn (Sink),70.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C12-C35,Fraksjon >C12-C35 (sum),75.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C16-C35,Fraksjon >C16-C35,75.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C35-C40,Fraksjon >C35-C40,25.0,mg/kg,,True,25.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-0m,THC C10-C40,Sum >C10-C40,75.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C16-C35,Alifater >C16-C35,28.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C12-C35,Sum alifater >C12-C35 (M1),28.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Alifater C5-C35,Sum alifater >C5-C35 (M1),28.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Benzen,Benzen,0.043,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Toluen,Toluen,0.045,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Antracen,Antracen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Benzo(a)antracen,Benso(a)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Benzo(ghi)perylen,Benso(ghi)perylen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Benzo(k)fluoranten,Benso(k)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Fenantren,Fenantren,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Fluoranten,Fluoranten,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Fluoren,Fluoren,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Krysen,Krysen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Naftalen,Naftalen,0.059,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Pyren,Pyren,0.014,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,As,As (Arsen),14.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Cd,Cd (Kadmium),0.061,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Cr,Cr (Krom),100.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Cu,Cu (Kopper),38.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Hg,Hg (Kvikksølv),0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Ni,Ni (Nikkel),140.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Pb,Pb (Bly),14.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,Zn,Zn (Sink),92.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C12-C35,Fraksjon >C12-C35 (sum),52.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C16-C35,Fraksjon >C16-C35,52.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C35-C40,Fraksjon >C35-C40,25.0,mg/kg,,True,25.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-b-05m,THC C10-C40,Sum >C10-C40,52.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C16-C35,Alifater >C16-C35,36.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C12-C35,Sum alifater >C12-C35 (M1),36.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Alifater C5-C35,Sum alifater >C5-C35 (M1),36.0,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Benzen,Benzen,0.036,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Toluen,Toluen,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Antracen,Antracen,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Benzo(a)antracen,Benso(a)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,BaP,Benso(a)pyren^,0.012,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.019,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Benzo(ghi)perylen,Benso(ghi)perylen,0.019,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Benzo(k)fluoranten,Benso(k)fluoranten^,0.013,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Fenantren,Fenantren,0.037,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Fluoranten,Fluoranten,0.032,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Fluoren,Fluoren,0.01,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.012,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Krysen,Krysen^,0.012,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Naftalen,Naftalen,0.095,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,Pyren,Pyren,0.035,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,PAH16,Sum PAH-16,0.28,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
p02-Bunnrensk-Høviktoppen-c-0m,As,As (Arsen),9.5,mg/kg,,False,,totalanalyse,02_e18-e103\extracted\p02_results.csv
